userid	genesymbol	genename	entrezgene
ENSDARG00000008305	hand2	heart and neural crest derivatives expressed 2	58150
ENSDARG00000033967	trmt2b	tRNA methyltransferase 2 homolog B	606657
ENSDARG00000036772	pygo2	pygopus homolog 2 (Drosophila)	613247
ENSDARG00000101622	mrps7	mitochondrial ribosomal protein S7	619204
ENSDARG00000069583	zgc:114181	zgc:114181	619255
ENSDARG00000035602	dao.1	D-amino-acid oxidase, tandem duplicate 1	619259
ENSDARG00000055763	tmem115	transmembrane protein 115	619264
ENSDARG00000029729	clybl	citrate lyase beta like	641475
ENSDARG00000039082	zgc:123010	zgc:123010	641500
ENSDARG00000037962	psmb7	proteasome subunit beta 7	64278
ENSDARG00000038643	alas2	aminolevulinate, delta-, synthase 2	64607
ENSDARG00000040266	sox19b	SRY (sex determining region Y)-box 19b	64812
ENSDARG00000001169	hsd17b8	hydroxysteroid (17-beta) dehydrogenase 8	64815
ENSDARG00000055070	borcs7	BLOC-1 related complex subunit 7	664759
ENSDARG00000034989	retsatl	retinol saturase (all-trans-retinol 13,14-reductase) like	677660
ENSDARG00000019897	gpat4	glycerol-3-phosphate acyltransferase 4	678522
ENSDARG00000013351	cirbpb	cold inducible RNA binding protein b	678563
ENSDARG00000060457	pmp22b	peripheral myelin protein 22b	678607
ENSDARG00000052388	pcgf5b	polycomb group ring finger 5b	692252
ENSDARG00000030964	pde12	phosphodiesterase 12	692319
ENSDARG00000070097	vimp	VCP-interacting membrane selenoprotein	735249
ENSDARG00000010244	rpl22l1	ribosomal protein L22-like 1	735250
ENSDARG00000090834	epor	erythropoietin receptor	751109
ENSDARG00000090462	mrpl20	mitochondrial ribosomal protein L20	751640
ENSDARG00000101619	minos1	mitochondrial inner membrane organizing system 1	751699
ENSDARG00000039543	mrps6	mitochondrial ribosomal protein S6	751746
ENSDARG00000058828	ccdc51	coiled-coil domain containing 51	751752
ENSDARG00000026630	mark3b	MAP/microtubule affinity-regulating kinase 3b	767634
ENSDARG00000042840	eml1	echinoderm microtubule associated protein like 1	767643
ENSDARG00000060316	cish	cytokine inducible SH2-containing protein	767678
ENSDARG00000068582	rnf44	ring finger protein 44	767686
ENSDARG00000063177	manf	mesencephalic astrocyte-derived neurotrophic factor	767691
ENSDARG00000063292	ssuh2rs1	ssu-2 homolog, related sequence 1	767720
ENSDARG00000068940	atp5ib	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit Eb	767750
ENSDARG00000099692	ccnyl1	cyclin Y-like 1	767752
ENSDARG00000070589	mrpl35	mitochondrial ribosomal protein L35	767758
ENSDARG00000053106	cep44	centrosomal protein 44	767769
ENSDARG00000061057	cyhr1	cysteine/histidine-rich 1	767773
ENSDARG00000098578	pdgfab	platelet-derived growth factor alpha polypeptide b	767790
ENSDARG00000034605	zgc:153169	zgc:153169	767799
ENSDARG00000097660	trappc2	trafficking protein particle complex 2	767808
ENSDARG00000060035	rnf32	ring finger protein 32	768120
ENSDARG00000053716	zgc:153990	zgc:153990	768125
ENSDARG00000045980	cst14b.1	cystatin 14b, tandem duplicate 1	768128
ENSDARG00000102531	anapc11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	768140
ENSDARG00000060199	mrpl18	mitochondrial ribosomal protein L18	768187
ENSDARG00000060411	ddx28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	768189
ENSDARG00000062304	pdpk1a	3-phosphoinositide dependent protein kinase 1a	768202
ENSDARG00000015922	zgc:153952	zgc:153952	777621
ENSDARG00000063627	bop1	block of proliferation 1	777627
ENSDARG00000044655	st14b	suppression of tumorigenicity 14 (colon carcinoma) b	777629
ENSDARG00000102538	mccc1	methylcrotonoyl-CoA carboxylase 1 (alpha)	777632
ENSDARG00000101808	zgc:152816	zgc:152816	777712
ENSDARG00000071872	zdhhc15b	zinc finger, DHHC-type containing 15b	777734
ENSDARG00000102734	wdr48a	WD repeat domain 48a	777754
ENSDARG00000062450	rnf115	ring finger protein 115	790928
ENSDARG00000051853	galns	galactosamine (N-acetyl)-6-sulfatase	791159
ENSDARG00000002217	scocb	short coiled-coil protein b	791709
ENSDARG00000071395	camk2g1	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 1	791855
ENSDARG00000036282	rnaset2	ribonuclease T2	791890
ENSDARG00000041041	cxcr3.2	chemokine (C-X-C motif) receptor 3, tandem duplicate 2	791973
ENSDARG00000023724	cdc42se1	CDC42 small effector 1	791998
ENSDARG00000043713	asf1bb	anti-silencing function 1Bb histone chaperone	792029
ENSDARG00000054609	slco2b1	solute carrier organic anion transporter family, member 2B1	792084
ENSDARG00000022413	ing5a	inhibitor of growth family, member 5a	792168
ENSDARG00000045352	cst14a.2	cystatin 14a, tandem duplicate 2	792225
ENSDARG00000029695	pgp	phosphoglycolate phosphatase	792824
ENSDARG00000052074	si:ch211-122f10.4	si:ch211-122f10.4	792966
ENSDARG00000079373	fosl1b	FOS-like antigen 1b	793507
ENSDARG00000040535	csgalnact1a	chondroitin sulfate N-acetylgalactosaminyltransferase 1a	793671
ENSDARG00000004447	aplnr2	apelin receptor 2	793710
ENSDARG00000077012	eif4ea	eukaryotic translation initiation factor 4ea	79380
ENSDARG00000087528	snip1	Smad nuclear interacting protein	793873
ENSDARG00000019438	rnf13	ring finger protein 13	793981
ENSDARG00000002362	ubald1a	UBA-like domain containing 1a	794012
ENSDARG00000009830	hdlbpa	high density lipoprotein binding protein a	794178
ENSDARG00000056322	ldb3a	LIM domain binding 3a	794339
ENSDARG00000061590	cachd1	cache domain containing 1	794807
ENSDARG00000070122	stk11ip	serine/threonine kinase 11 interacting protein	795019
ENSDARG00000023920	llgl2	lethal giant larvae homolog 2 (Drosophila)	795670
ENSDARG00000057910	mrps34	mitochondrial ribosomal protein S34	795846
ENSDARG00000019338	adprhl2	ADP-ribosylhydrolase like 2	796446
ENSDARG00000102048	slc25a43	solute carrier family 25, member 43	796731
ENSDARG00000071652	si:ch211-149e23.3	si:ch211-149e23.3	797198
ENSDARG00000030665	tcerg1b	transcription elongation regulator 1b (CA150)	797473
ENSDARG00000100536	nkrf	NFKB repressing factor	797627
ENSDARG00000052705	pkp1b	plakophilin 1b	797838
ENSDARG00000054807	sec13	SEC13 homolog, nuclear pore and COPII coat complex component	798071
ENSDARG00000011609	si:ch211-262e15.1	si:ch211-262e15.1	798356
ENSDARG00000038537	gga1	golgi-associated, gamma adaptin ear containing, ARF binding protein 1	798361
ENSDARG00000053279	apln	apelin	798375
ENSDARG00000056252	sort1b	sortilin 1b	799153
ENSDARG00000042409	si:ch211-251j10.3	si:ch211-251j10.3	799483
ENSDARG00000033647	smarcb1a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1a	799716
ENSDARG00000005754	ptprfb	protein tyrosine phosphatase, receptor type, f, b	799867
ENSDARG00000011925	spns1	spinster homolog 1 (Drosophila)	799873
ENSDARG00000034871	mid2	midline 2	799891
ENSDARG00000036090	pard6gb	par-6 family cell polarity regulator gamma b	80959
ENSDARG00000012881	slc4a1a	solute carrier family 4 (anion exchanger), member 1a (Diego blood group)	84703
