userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000168209	DDIT4	DNA damage inducible transcript 4	54541	https://www.ncbi.nlm.nih.gov/gene/?term=54541
ENSG00000181218	HIST3H2A	histone cluster 3 H2A	92815	https://www.ncbi.nlm.nih.gov/gene/?term=92815
ENSG00000146425	DYNLT1	dynein light chain Tctex-type 1	6993	https://www.ncbi.nlm.nih.gov/gene/?term=6993
ENSG00000138674	SEC31A	SEC31 homolog A, COPII coat complex component	22872	https://www.ncbi.nlm.nih.gov/gene/?term=22872
ENSG00000106236	NPTX2	neuronal pentraxin 2	4885	https://www.ncbi.nlm.nih.gov/gene/?term=4885
ENSG00000165300	SLITRK5	SLIT and NTRK like family member 5	26050	https://www.ncbi.nlm.nih.gov/gene/?term=26050
ENSG00000100994	PYGB	glycogen phosphorylase B	5834	https://www.ncbi.nlm.nih.gov/gene/?term=5834
ENSG00000145632	PLK2	polo like kinase 2	10769	https://www.ncbi.nlm.nih.gov/gene/?term=10769
ENSG00000126247	CAPNS1	calpain small subunit 1	826	https://www.ncbi.nlm.nih.gov/gene/?term=826
ENSG00000155760	FZD7	frizzled class receptor 7	8324	https://www.ncbi.nlm.nih.gov/gene/?term=8324
ENSG00000162878	PKDCC	protein kinase domain containing, cytoplasmic	91461	https://www.ncbi.nlm.nih.gov/gene/?term=91461
ENSG00000005108	THSD7A	thrombospondin type 1 domain containing 7A	221981	https://www.ncbi.nlm.nih.gov/gene/?term=221981
ENSG00000187957	DNER	delta/notch like EGF repeat containing	92737	https://www.ncbi.nlm.nih.gov/gene/?term=92737
ENSG00000168542	COL3A1	collagen type III alpha 1 chain	1281	https://www.ncbi.nlm.nih.gov/gene/?term=1281
ENSG00000138085	ATRAID	all-trans retinoic acid induced differentiation factor	51374	https://www.ncbi.nlm.nih.gov/gene/?term=51374
ENSG00000130508	PXDN	peroxidasin	7837	https://www.ncbi.nlm.nih.gov/gene/?term=7837
ENSG00000213160	KLHL23	kelch like family member 23	151230	https://www.ncbi.nlm.nih.gov/gene/?term=151230
ENSG00000213160	PHOSPHO2-KLHL23	PHOSPHO2-KLHL23 readthrough	100526832	https://www.ncbi.nlm.nih.gov/gene/?term=100526832
ENSG00000140416	TPM1	tropomyosin 1	7168	https://www.ncbi.nlm.nih.gov/gene/?term=7168
ENSG00000165264	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	4712	https://www.ncbi.nlm.nih.gov/gene/?term=4712
ENSG00000151414	NEK7	NIMA related kinase 7	140609	https://www.ncbi.nlm.nih.gov/gene/?term=140609
ENSG00000131711	MAP1B	microtubule associated protein 1B	4131	https://www.ncbi.nlm.nih.gov/gene/?term=4131
ENSG00000171530	TBCA	tubulin folding cofactor A	6902	https://www.ncbi.nlm.nih.gov/gene/?term=6902
ENSG00000119203	CPSF3	cleavage and polyadenylation specific factor 3	51692	https://www.ncbi.nlm.nih.gov/gene/?term=51692
ENSG00000026025	VIM	vimentin	7431	https://www.ncbi.nlm.nih.gov/gene/?term=7431
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	1277	https://www.ncbi.nlm.nih.gov/gene/?term=1277
ENSG00000154723	ATP5PF	ATP synthase peripheral stalk subunit F6	522	https://www.ncbi.nlm.nih.gov/gene/?term=522
ENSG00000125848	FLRT3	fibronectin leucine rich transmembrane protein 3	23767	https://www.ncbi.nlm.nih.gov/gene/?term=23767
ENSG00000154518	ATP5MC3	ATP synthase membrane subunit c locus 3	518	https://www.ncbi.nlm.nih.gov/gene/?term=518
ENSG00000126267	COX6B1	cytochrome c oxidase subunit 6B1	1340	https://www.ncbi.nlm.nih.gov/gene/?term=1340
ENSG00000186340	THBS2	thrombospondin 2	7058	https://www.ncbi.nlm.nih.gov/gene/?term=7058
ENSG00000111843	TMEM14C	transmembrane protein 14C	51522	https://www.ncbi.nlm.nih.gov/gene/?term=51522
ENSG00000168653	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	4725	https://www.ncbi.nlm.nih.gov/gene/?term=4725
ENSG00000141030	COPS3	COP9 signalosome subunit 3	8533	https://www.ncbi.nlm.nih.gov/gene/?term=8533
ENSG00000198513	ATL1	atlastin GTPase 1	51062	https://www.ncbi.nlm.nih.gov/gene/?term=51062
ENSG00000223745	CCDC18-AS1	CCDC18 antisense RNA 1	100131564	https://www.ncbi.nlm.nih.gov/gene/?term=100131564
ENSG00000006625	GGCT	gamma-glutamylcyclotransferase	79017	https://www.ncbi.nlm.nih.gov/gene/?term=79017
ENSG00000158864	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720	https://www.ncbi.nlm.nih.gov/gene/?term=4720
ENSG00000131143	COX4I1	cytochrome c oxidase subunit 4I1	1327	https://www.ncbi.nlm.nih.gov/gene/?term=1327
ENSG00000166484	MAPK7	mitogen-activated protein kinase 7	5598	https://www.ncbi.nlm.nih.gov/gene/?term=5598
ENSG00000127184	COX7C	cytochrome c oxidase subunit 7C	1350	https://www.ncbi.nlm.nih.gov/gene/?term=1350
ENSG00000117399	CDC20	cell division cycle 20	991	https://www.ncbi.nlm.nih.gov/gene/?term=991
ENSG00000137804	NUSAP1	nucleolar and spindle associated protein 1	51203	https://www.ncbi.nlm.nih.gov/gene/?term=51203
ENSG00000163002	NUP35	nucleoporin 35	129401	https://www.ncbi.nlm.nih.gov/gene/?term=129401
ENSG00000106624	AEBP1	AE binding protein 1	165	https://www.ncbi.nlm.nih.gov/gene/?term=165
ENSG00000123562	MORF4L2	mortality factor 4 like 2	9643	https://www.ncbi.nlm.nih.gov/gene/?term=9643
ENSG00000090621	PABPC4	poly(A) binding protein cytoplasmic 4	8761	https://www.ncbi.nlm.nih.gov/gene/?term=8761
ENSG00000189376	C8orf76	chromosome 8 open reading frame 76	84933	https://www.ncbi.nlm.nih.gov/gene/?term=84933
ENSG00000160271	RALGDS	ral guanine nucleotide dissociation stimulator	5900	https://www.ncbi.nlm.nih.gov/gene/?term=5900
ENSG00000151725	CENPU	centromere protein U	79682	https://www.ncbi.nlm.nih.gov/gene/?term=79682
