userid	genesymbol	genename	entrezgene
ENSDARG00000069433	tnk2b	tyrosine kinase, non-receptor, 1	565029
ENSDARG00000056741	senp3b	SUMO1/sentrin/SMT3 specific peptidase 3b	565123
ENSDARG00000031647	stat2	signal transducer and activator of transcription 2	565200
ENSDARG00000059534	si:ch211-146m13.3	si:ch211-146m13.3	565205
ENSDARG00000058030	hspa14	heat shock protein 14	565232
ENSDARG00000093182	eif2ak1	eukaryotic translation initiation factor 2-alpha kinase 1	565338
ENSDARG00000013110	dmtn	dematin actin binding protein	565367
ENSDARG00000057255	emc1	ER membrane protein complex subunit 1	565399
ENSDARG00000026165	col11a1a	collagen, type XI, alpha 1a	565402
ENSDARG00000077317	snx29	sorting nexin 29	565513
ENSDARG00000034753	tspan3a	tetraspanin 3a	565579
ENSDARG00000063095	ctsf	cathepsin F	565588
ENSDARG00000062266	edc4	enhancer of mRNA decapping 4	565659
ENSDARG00000003968	zgc:162969	zgc:162969	565767
ENSDARG00000068397	tns2b	tensin 2b	565809
ENSDARG00000019596	nrd1a	nardilysin a (N-arginine dibasic convertase)	565850
ENSDARG00000011240	ift46	intraflagellar transport 46 homolog (Chlamydomonas)	565922
ENSDARG00000079166	ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	565980
ENSDARG00000095750	si:dkey-71l1.3	si:dkey-71l1.3	566022
ENSDARG00000092310	si:ch211-199g17.2	si:ch211-199g17.2	566074
ENSDARG00000061095	stk36	serine/threonine kinase 36 (fused homolog, Drosophila)	566154
ENSDARG00000007413	arid2	AT rich interactive domain 2 (ARID, RFX-like)	566352
ENSDARG00000054473	tinf2	TERF1 (TRF1)-interacting nuclear factor 2	566362
ENSDARG00000019033	tmem59	transmembrane protein 59	566384
ENSDARG00000061131	kif21a	kinesin family member 21A	566481
ENSDARG00000023766	gnsa	glucosamine (N-acetyl)-6-sulfatase a	566506
ENSDARG00000045886	slc38a2	solute carrier family 38, member 2	566537
ENSDARG00000062063	tab3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	566547
ENSDARG00000003020	lrrc4.2	leucine rich repeat containing 4.2	566572
ENSDARG00000091996	si:ch211-117m20.5	si:ch211-117m20.5	566658
ENSDARG00000094380	zzef1	zinc finger, ZZ-type with EF hand domain 1	566682
ENSDARG00000079973	pus10	pseudouridylate synthase 10	566689
ENSDARG00000089877	si:dkeyp-75h12.5	si:dkeyp-75h12.5	566718
ENSDARG00000043973	znf292b	zinc finger protein 292b	566732
ENSDARG00000011449	fes	FES proto-oncogene, tyrosine kinase	566739
ENSDARG00000089162	afap1l1a	actin filament associated protein 1-like 1a	566757
ENSDARG00000044281	erbb2ip	erbb2 interacting protein	566811
ENSDARG00000060697	kmt2bb	lysine (K)-specific methyltransferase 2Bb	566825
ENSDARG00000077323	thap4	THAP domain containing 4	567037
ENSDARG00000034643	fhl3a	four and a half LIM domains 3a	567097
ENSDARG00000011783	stag2a	stromal antigen 2a	567168
ENSDARG00000035352	pafah1b2	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2	567170
ENSDARG00000060319	scn4bb	sodium channel, voltage-gated, type IV, beta b	567239
ENSDARG00000055678	akap12b	A kinase (PRKA) anchor protein 12b	567365
ENSDARG00000062003	myo5b	myosin VB	567402
ENSDARG00000061378	smg8	SMG8 nonsense mediated mRNA decay factor	567424
ENSDARG00000030636	tex30	testis expressed 30	567483
ENSDARG00000055563	rnasen	ribonuclease type III, nuclear	567505
ENSDARG00000053087	mthfr	methylenetetrahydrofolate reductase (NAD(P)H)	567547
ENSDARG00000070959	si:ch211-288g17.3	si:ch211-288g17.3	567638
ENSDARG00000062058	slc12a7b	solute carrier family 12 (potassium/chloride transporter), member 7b	567667
ENSDARG00000104047	si:ch211-262i1.3	si:ch211-262i1.3	567688
ENSDARG00000077751	nol9	nucleolar protein 9	567715
ENSDARG00000023583	coq9	coenzyme Q9 homolog (S. cerevisiae)	567716
ENSDARG00000060748	tsfm	Ts translation elongation factor, mitochondrial	567785
ENSDARG00000008235	cog5	component of oligomeric golgi complex 5	567886
ENSDARG00000062315	sik2b	salt-inducible kinase 2b	567919
ENSDARG00000062382	snapin	SNAP-associated protein	567959
ENSDARG00000100630	lye	lymphocyte antigen-6, epidermis	567961
ENSDARG00000079317	dlc1	DLC1 Rho GTPase activating protein	567965
ENSDARG00000057437	apodb	apolipoprotein Db	567972
ENSDARG00000070038	rbp2a	retinol binding protein 2a, cellular	568032
ENSDARG00000079725	dhx9	DEAH (Asp-Glu-Ala-His) box helicase 9	568043
ENSDARG00000019961	znf513	zinc finger protein 513	568216
ENSDARG00000057929	naf1	nuclear assembly factor 1 homolog (S. cerevisiae)	568328
ENSDARG00000069538	gtf3c4	general transcription factor IIIC, polypeptide 4	568510
ENSDARG00000077228	ntrk3a	neurotrophic tyrosine kinase, receptor, type 3a	568668
ENSDARG00000074331	eif4g3b	eukaryotic translation initiation factor 4 gamma, 3b	568761
ENSDARG00000075446	naa25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	568789
ENSDARG00000075687	anapc1	anaphase promoting complex subunit 1	568795
ENSDARG00000074084	strip1	striatin interacting protein 1	568805
ENSDARG00000091801	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14	569051
ENSDARG00000024030	angptl2a	angiopoietin-like 2a	569092
ENSDARG00000031434	rcor1	REST corepressor 1	569294
ENSDARG00000046087	brd2b	bromodomain containing 2b	569354
ENSDARG00000040245	kpnb3	karyopherin (importin) beta 3	569455
ENSDARG00000078435	anapc13	anaphase promoting complex subunit 13	569473
ENSDARG00000070898	si:ch211-262h13.3	si:ch211-262h13.3	569577
ENSDARG00000097746	si:rp71-77l1.1	si:rp71-77l1.1	569583
ENSDARG00000043026	ttbk2b	tau tubulin kinase 2b	569881
ENSDARG00000099572	hmgn2	high mobility group nucleosomal binding domain 2	569904
ENSDARG00000074581	add2	adducin 2 (beta)	570147
ENSDARG00000063003	alkbh5	alkB homolog 5, RNA demethylase	570158
ENSDARG00000076176	ptcd1	pentatricopeptide repeat domain 1	570247
ENSDARG00000003217	urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	570267
ENSDARG00000078882	slc22a31	solute carrier family 22, member 31	570565
ENSDARG00000092170	apoc1l	apolipoprotein C-I like	570638
ENSDARG00000057138	zgc:174164	zgc:174164	570656
ENSDARG00000060065	ubap2b	ubiquitin associated protein 2b	570789
ENSDARG00000003311	pank2	pantothenate kinase 2	570866
ENSDARG00000018049	sf3b2	splicing factor 3b, subunit 2	570994
ENSDARG00000094277	mrpl44	mitochondrial ribosomal protein L44	571210
ENSDARG00000098477	tec	tec protein tyrosine kinase	571588
ENSDARG00000016263	zdhhc5a	zinc finger, DHHC-type containing 5a	571795
ENSDARG00000103598	siva1	SIVA1, apoptosis-inducing factor	571845
ENSDARG00000103516	sec24c	SEC24 homolog C, COPII coat complex component	571870
ENSDARG00000038414	b3galt6	UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6	572324
ENSDARG00000041314	ndufb9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9	573021
ENSDARG00000035987	psmg2	proteasome (prosome, macropain) assembly chaperone 2	573107
ENSDARG00000026489	khsrp	KH-type splicing regulatory protein	573145
ENSDARG00000052840	ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, (NADH-coenzyme Q reductase)	573689
ENSDARG00000058202	pex16	peroxisomal biogenesis factor 16	573990
ENSDARG00000052073	blcap	bladder cancer associated protein	57918
ENSDARG00000010792	cdc25b	cell division cycle 25B	57925
ENSDARG00000037870	actb2	actin, beta 2	57935
ENSDARG00000099358	hccsb	holocytochrome c synthase b	58016
ENSDARG00000033551	fbxw4	F-box and WD repeat domain containing 4	58035
ENSDARG00000000503	stx1b	syntaxin 1B	58038
ENSDARG00000030490	sptb	spectrin, beta, erythrocytic	58040
ENSDARG00000059001	pim2	Pim-2 proto-oncogene, serine/threonine kinase	58054
ENSDARG00000020610	tnnt2a	troponin T type 2a (cardiac)	58071
ENSDARG00000018840	trpc4apa	transient receptor potential cation channel, subfamily C, member 4 associated protein a	58090
ENSDARG00000036096	smad3a	SMAD family member 3a	58092
ENSDARG00000041381	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2	58099
ENSDARG00000009779	mcl1a	myeloid cell leukemia 1a	58122
ENSDARG00000008818	hsf1	heat shock transcription factor 1	58123
ENSDARG00000007697	fabp7a	fatty acid binding protein 7, brain, a	58128
ENSDARG00000017917	her7	hairy and enhancer of split related-7	58132
ENSDARG00000041609	adarb1a	adenosine deaminase, RNA-specific, B1a	58134
ENSDARG00000013441	hey2	hes-related family bHLH transcription factor with YRPW motif 2	58146
ENSDARG00000008305	hand2	heart and neural crest derivatives expressed 2	58150
ENSDARG00000000241	slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	58153
ENSDARG00000033967	trmt2b	tRNA methyltransferase 2 homolog B	606657
ENSDARG00000016484	dkc1	dyskeratosis congenita 1, dyskerin	613144
ENSDARG00000036772	pygo2	pygopus homolog 2 (Drosophila)	613247
ENSDARG00000069583	zgc:114181	zgc:114181	619255
ENSDARG00000035602	dao.1	D-amino-acid oxidase, tandem duplicate 1	619259
ENSDARG00000057452	ston2	stonin 2	619262
ENSDARG00000055763	tmem115	transmembrane protein 115	619264
ENSDARG00000017809	stard3	StAR-related lipid transfer (START) domain containing 3	63998
ENSDARG00000029729	clybl	citrate lyase beta like	641475
ENSDARG00000059398	myef2	myelin expression factor 2	641483
ENSDARG00000039082	zgc:123010	zgc:123010	641500
ENSDARG00000037962	psmb7	proteasome subunit beta 7	64278
ENSDARG00000006640	eomesa	eomesodermin homolog a	64603
ENSDARG00000038643	alas2	aminolevulinate, delta-, synthase 2	64607
ENSDARG00000018259	atp1a3a	ATPase, Na+/K+ transporting, alpha 3a polypeptide	64610
ENSDARG00000003251	zbtb22b	zinc finger and BTB domain containing 22b	64809
ENSDARG00000040266	sox19b	SRY (sex determining region Y)-box 19b	64812
ENSDARG00000039434	oprm1	opioid receptor, mu 1	65088
ENSDARG00000042993	try	trypsin	65223
ENSDARG00000057007	ctbp1	C-terminal binding protein 1	65229
ENSDARG00000031983	six4b	SIX homeobox 4b	65232
ENSDARG00000004695	six4a	SIX homeobox 4a	65233
ENSDARG00000009870	mapk8b	mitogen-activated protein kinase 8b	65236
ENSDARG00000000857	mapk14a	mitogen-activated protein kinase 14a	65237
ENSDARG00000069852	lipt2	lipoyl(octanoyl) transferase 2 (putative)	664765
ENSDARG00000021866	upk1a	uroplakin 1a	678515
ENSDARG00000045754	mettl25	methyltransferase like 25	678519
ENSDARG00000060457	pmp22b	peripheral myelin protein 22b	678607
ENSDARG00000031709	mllt1b	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1b	678639
ENSDARG00000057013	cadm3	cell adhesion molecule 3	692273
ENSDARG00000053293	ftr14	finTRIM family, member 14	692298
ENSDARG00000030964	pde12	phosphodiesterase 12	692319
ENSDARG00000070097	vimp	VCP-interacting membrane selenoprotein	735249
ENSDARG00000090834	epor	erythropoietin receptor	751109
ENSDARG00000068958	frmd7	FERM domain containing 7	751637
ENSDARG00000090462	mrpl20	mitochondrial ribosomal protein L20	751640
ENSDARG00000067717	tomm7	translocase of outer mitochondrial membrane 7 homolog (yeast)	751649
ENSDARG00000101619	minos1	mitochondrial inner membrane organizing system 1	751699
ENSDARG00000061201	acsf2	acyl-CoA synthetase family member 2	751707
ENSDARG00000039543	mrps6	mitochondrial ribosomal protein S6	751746
ENSDARG00000058828	ccdc51	coiled-coil domain containing 51	751752
ENSDARG00000054833	nucb1	nucleobindin 1	751753
ENSDARG00000060316	cish	cytokine inducible SH2-containing protein	767678
ENSDARG00000068582	rnf44	ring finger protein 44	767686
ENSDARG00000063177	manf	mesencephalic astrocyte-derived neurotrophic factor	767691
ENSDARG00000063292	ssuh2rs1	ssu-2 homolog, related sequence 1	767720
ENSDARG00000104436	zgc:153426	zgc:153426	767746
ENSDARG00000068940	atp5ib	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit Eb	767750
ENSDARG00000070589	mrpl35	mitochondrial ribosomal protein L35	767758
ENSDARG00000061057	cyhr1	cysteine/histidine-rich 1	767773
ENSDARG00000098578	pdgfab	platelet-derived growth factor alpha polypeptide b	767790
ENSDARG00000034605	zgc:153169	zgc:153169	767799
ENSDARG00000097660	trappc2	trafficking protein particle complex 2	767808
ENSDARG00000060035	rnf32	ring finger protein 32	768120
ENSDARG00000045980	cst14b.1	cystatin 14b, tandem duplicate 1	768128
ENSDARG00000102531	anapc11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	768140
ENSDARG00000105098	dr1	down-regulator of transcription 1	768171
ENSDARG00000060199	mrpl18	mitochondrial ribosomal protein L18	768187
ENSDARG00000060411	ddx28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	768189
ENSDARG00000062304	pdpk1a	3-phosphoinositide dependent protein kinase 1a	768202
ENSDARG00000003846	mrpl21	mitochondrial ribosomal protein L21	768305
ENSDARG00000015922	zgc:153952	zgc:153952	777621
ENSDARG00000063627	bop1	block of proliferation 1	777627
ENSDARG00000101808	zgc:152816	zgc:152816	777712
ENSDARG00000071872	zdhhc15b	zinc finger, DHHC-type containing 15b	777734
ENSDARG00000041538	mrps28	mitochondrial ribosomal protein S28	777746
ENSDARG00000062450	rnf115	ring finger protein 115	790928
ENSDARG00000070792	lrrc15	leucine rich repeat containing 15	791200
ENSDARG00000002217	scocb	short coiled-coil protein b	791709
ENSDARG00000056087	ecrg4a	esophageal cancer related gene 4a	791762
ENSDARG00000077339	ptrh2	peptidyl-tRNA hydrolase 2	791795
ENSDARG00000071395	camk2g1	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 1	791855
ENSDARG00000036282	rnaset2	ribonuclease T2	791890
ENSDARG00000023724	cdc42se1	CDC42 small effector 1	791998
ENSDARG00000043713	asf1bb	anti-silencing function 1Bb histone chaperone	792029
ENSDARG00000054609	slco2b1	solute carrier organic anion transporter family, member 2B1	792084
ENSDARG00000022413	ing5a	inhibitor of growth family, member 5a	792168
ENSDARG00000005464	dnase1l3	deoxyribonuclease I-like 3	792196
ENSDARG00000002945	bgnb	biglycan b	792197
ENSDARG00000045352	cst14a.2	cystatin 14a, tandem duplicate 2	792225
ENSDARG00000075113	nanog	nanog homeobox	792333
ENSDARG00000029695	pgp	phosphoglycolate phosphatase	792824
ENSDARG00000077559	LOC792958	nuclear receptor coactivator 7-like	792958
ENSDARG00000052074	si:ch211-122f10.4	si:ch211-122f10.4	792966
ENSDARG00000091247	fars2	phenylalanyl-tRNA synthetase 2, mitochondrial	793097
ENSDARG00000056206	camk2g2	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 2	793359
ENSDARG00000091902	b3gnt2b	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2b	793362
ENSDARG00000103388	znf609a	zinc finger protein 609a	793767
ENSDARG00000070714	zgc:173544	zgc:173544	793869
ENSDARG00000087528	snip1	Smad nuclear interacting protein	793873
ENSDARG00000075720	il2rb	interleukin 2 receptor, beta	793920
ENSDARG00000077777	tmsb4x	thymosin, beta 4 x	793949
ENSDARG00000019438	rnf13	ring finger protein 13	793981
ENSDARG00000061629	ndufaf5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 5	794020
ENSDARG00000052480	pdcd11	programmed cell death 11	794079
ENSDARG00000042056	mau2	MAU2 sister chromatid cohesion factor	794129
ENSDARG00000056322	ldb3a	LIM domain binding 3a	794339
ENSDARG00000061590	cachd1	cache domain containing 1	794807
ENSDARG00000052623	bsdc1	BSD domain containing 1	794882
ENSDARG00000037964	lhx2a	LIM homeobox 2a	795283
ENSDARG00000004757	ybx1	Y box binding protein 1	795398
ENSDARG00000074852	myo15b	myosin XVB	795537
ENSDARG00000069009	si:ch211-147a11.3	si:ch211-147a11.3	795658
ENSDARG00000023920	llgl2	lethal giant larvae homolog 2 (Drosophila)	795670
ENSDARG00000057910	mrps34	mitochondrial ribosomal protein S34	795846
ENSDARG00000024398	get4	golgi to ER traffic protein 4 homolog (S. cerevisiae)	796309
ENSDARG00000040864	si:dkey-286j15.1	si:dkey-286j15.1	796378
ENSDARG00000019338	adprhl2	ADP-ribosylhydrolase like 2	796446
ENSDARG00000102048	slc25a43	solute carrier family 25, member 43	796731
ENSDARG00000062889	fam78bb	family with sequence similarity 78, member B b	796762
ENSDARG00000045976	sidt2	SID1 transmembrane family, member 2	796833
ENSDARG00000068064	sirt1	sirtuin 1	797132
ENSDARG00000030665	tcerg1b	transcription elongation regulator 1b (CA150)	797473
ENSDARG00000068711	crfb4	cytokine receptor family member b4	797527
ENSDARG00000100536	nkrf	NFKB repressing factor	797627
ENSDARG00000052705	pkp1b	plakophilin 1b	797838
ENSDARG00000054807	sec13	SEC13 homolog, nuclear pore and COPII coat complex component	798071
ENSDARG00000011609	si:ch211-262e15.1	si:ch211-262e15.1	798356
ENSDARG00000053279	apln	apelin	798375
ENSDARG00000007678	ttyh3b	tweety family member 3b	798421
ENSDARG00000008494	myl6	myosin, light chain 6, alkali, smooth muscle and non-muscle	798632
ENSDARG00000105255	zbtb4	zinc finger and BTB domain containing 4	798710
ENSDARG00000078606	zgc:194224	zgc:194224	799070
ENSDARG00000056252	sort1b	sortilin 1b	799153
ENSDARG00000078133	kdm2ab	lysine (K)-specific demethylase 2Ab	799441
ENSDARG00000042409	si:ch211-251j10.3	si:ch211-251j10.3	799483
ENSDARG00000033647	smarcb1a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1a	799716
ENSDARG00000054414	spata17	spermatogenesis associated 17	799739
ENSDARG00000053625	anxa2b	annexin A2b	799806
ENSDARG00000011925	spns1	spinster homolog 1 (Drosophila)	799873
ENSDARG00000078310	cecr2	cat eye syndrome chromosome region, candidate 2	799918
ENSDARG00000036090	pard6gb	par-6 family cell polarity regulator gamma b	80959
ENSDARG00000003835	stom	stomatin	81534
ENSDARG00000006865	glra4a	glycine receptor, alpha 4a	83413
ENSDARG00000005230	ssr2	signal sequence receptor, beta	83414
ENSDARG00000012881	slc4a1a	solute carrier family 4 (anion exchanger), member 1a (Diego blood group)	84703
