userid	genesymbol	genename	entrezgene
ENSDARG00000052705	pkp1b	plakophilin 1b	797838
ENSDARG00000054807	sec13	SEC13 homolog, nuclear pore and COPII coat complex component	798071
ENSDARG00000011609	si:ch211-262e15.1	si:ch211-262e15.1	798356
ENSDARG00000038537	gga1	golgi-associated, gamma adaptin ear containing, ARF binding protein 1	798361
ENSDARG00000053279	apln	apelin	798375
ENSDARG00000104181	si:dkey-152p16.6	si:dkey-152p16.6	798430
ENSDARG00000056252	sort1b	sortilin 1b	799153
ENSDARG00000055100	cxcl12b	chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1)	799354
ENSDARG00000042409	si:ch211-251j10.3	si:ch211-251j10.3	799483
ENSDARG00000079257	gemin5	gem (nuclear organelle) associated protein 5	799538
ENSDARG00000094557	nupr1	nuclear protein 1	799637
ENSDARG00000033647	smarcb1a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1a	799716
ENSDARG00000011925	spns1	spinster homolog 1 (Drosophila)	799873
ENSDARG00000034871	mid2	midline 2	799891
ENSDARG00000036090	pard6gb	par-6 family cell polarity regulator gamma b	80959
ENSDARG00000003835	stom	stomatin	81534
ENSDARG00000005230	ssr2	signal sequence receptor, beta	83414
ENSDARG00000012881	slc4a1a	solute carrier family 4 (anion exchanger), member 1a (Diego blood group)	84703
